0,1668,1593,1000000000000,0,,
1,1593,1668,1000000000000,0,,
2,1643,1680,1000000000000,0,,
3,1680,1643,1000000000000,0,,
4,1642,1595,1000000000000,0,,
5,1595,1642,1000000000000,0,,
6,1633,1679,1000000000000,0,,
7,1679,1633,1000000000000,0,,
8,1594,1641,1000000000000,0,,
9,1641,1594,1000000000000,0,,
10,1672,1624,1000000000000,0,,
11,1624,1672,1000000000000,0,,
12,1585,1681,1000000000000,0,,
13,1681,1585,1000000000000,0,,
14,1648,1596,1000000000000,0,,
15,1596,1648,1000000000000,0,,
16,1640,1625,1000000000000,0,,
17,1625,1640,1000000000000,0,,
18,1606,1645,1000000000000,0,,
19,1645,1606,1000000000000,0,,
20,1678,1627,1000000000000,0,,
21,1627,1678,1000000000000,0,,
22,1630,1591,1000000000000,0,,
23,1591,1630,1000000000000,0,,
24,1675,1626,1000000000000,0,,
25,1626,1675,1000000000000,0,,
26,1665,1615,1000000000000,0,,
27,1615,1665,1000000000000,0,,
28,1666,1592,1000000000000,0,,
29,1592,1666,1000000000000,0,,
30,1584,1653,1000000000000,0,,
31,1653,1584,1000000000000,0,,
32,1669,1609,1000000000000,0,,
33,1609,1669,1000000000000,0,,
34,1676,1612,1000000000000,0,,
35,1612,1676,1000000000000,0,,
36,1608,1603,1000000000000,0,,
37,1603,1608,1000000000000,0,,
38,1602,1649,1000000000000,0,,
39,1649,1602,1000000000000,0,,
40,1611,1605,1000000000000,0,,
41,1605,1611,1000000000000,0,,
42,1623,1682,1000000000000,0,,
43,1682,1623,1000000000000,0,,
44,1621,1671,1000000000000,0,,
45,1671,1621,1000000000000,0,,
46,1677,1613,1000000000000,0,,
47,1613,1677,1000000000000,0,,
48,1635,1590,1000000000000,0,,
49,1590,1635,1000000000000,0,,
50,1654,1637,1000000000000,0,,
51,1637,1654,1000000000000,0,,
52,1655,1604,1000000000000,0,,
53,1604,1655,1000000000000,0,,
54,1638,1673,1000000000000,0,,
55,1673,1638,1000000000000,0,,
56,1616,1628,1000000000000,0,,
57,1628,1616,1000000000000,0,,
58,1660,1658,1000000000000,0,,
59,1658,1660,1000000000000,0,,
60,1636,1683,1000000000000,0,,
61,1683,1636,1000000000000,0,,
62,1632,1617,1000000000000,0,,
63,1617,1632,1000000000000,0,,
64,1629,1656,1000000000000,0,,
65,1656,1629,1000000000000,0,,
66,1634,1614,1000000000000,0,,
67,1614,1634,1000000000000,0,,
68,1598,1664,1000000000000,0,,
69,1664,1598,1000000000000,0,,
70,1674,1607,1000000000000,0,,
71,1607,1674,1000000000000,0,,
72,1650,1622,1000000000000,0,,
73,1622,1650,1000000000000,0,,
74,1651,1646,1000000000000,0,,
75,1646,1651,1000000000000,0,,
76,1618,1639,1000000000000,0,,
77,1639,1618,1000000000000,0,,
78,1663,1586,1000000000000,0,,
79,1586,1663,1000000000000,0,,
80,1610,1631,1000000000000,0,,
81,1631,1610,1000000000000,0,,
82,1661,1587,1000000000000,0,,
83,1587,1661,1000000000000,0,,
84,1601,1662,1000000000000,0,,
85,1662,1601,1000000000000,0,,
86,1670,1652,1000000000000,0,,
87,1652,1670,1000000000000,0,,
88,1619,1644,1000000000000,0,,
89,1644,1619,1000000000000,0,,
90,1600,1597,1000000000000,0,,
91,1597,1600,1000000000000,0,,
92,1667,1599,1000000000000,0,,
93,1599,1667,1000000000000,0,,
94,1657,1647,1000000000000,0,,
95,1647,1657,1000000000000,0,,
96,1620,1588,1000000000000,0,,
97,1588,1620,1000000000000,0,,
98,1589,1659,1000000000000,0,,
99,1659,1589,1000000000000,0,,
